topic|phrase
defense|veteran famili
defense|veteran foreign
defense|veteran health
defense|veteran hospit
defense|veteran legisl
defense|veteran medic
defense|veteran need
defense|veteran organ
defense|veteran pension
defense|veteran popul
defense|veteran prefer
defense|veteran program
defense|veteran receiv
defense|veteran return
defense|veteran serv
defense|veteran servic
defense|veteran suffer
defense|veteran veteran
defense|veteran war
defense|veteran widow
defense|veteran world
defense|vietnam veteran
defense|vietnam war
defense|vietnamera veteran
defense|volunt armi
defense|vote war
defense|wage war
defense|want war
defense|war activ
defense|war afghanistan
defense|war also
defense|war american
defense|war began
defense|war believ
defense|war broke
defense|war came
defense|war certain
defense|war come
defense|war congress
defense|war continu
defense|war contract
defense|war cost
defense|war countri
defense|war crime
defense|war crimin
defense|war debt
defense|war depart
defense|war drug
defense|war effort
defense|war emerg
defense|war end
defense|war era
defense|war europ
defense|war even
defense|war everi
defense|war exist
defense|war financ
defense|war fought
defense|war germani
defense|war go
defense|war great
defense|war ii
defense|war iii
defense|war industri
defense|war iraq
defense|war just
defense|war know
defense|war labor
defense|war last
defense|war made
defense|war make
defense|war mani
defense|war materi
defense|war measur
defense|war might
defense|war must
defense|war nation
defense|war navi
defense|war need
defense|war one
defense|war peopl
defense|war period
defense|war plant
defense|war poverti
defense|war presid
defense|war product
defense|war profit
defense|war program
defense|war purpos
defense|war rebellion
defense|war said
defense|war secretari
defense|war ship
defense|war southeast
defense|war spain
defense|war start
defense|war state
defense|war suppli
defense|war tax
defense|war terror
defense|war think
defense|war time
defense|war unit
defense|war upon
defense|war vessel
defense|war veteran
defense|war vietnam
defense|war want
defense|war war
defense|war without
defense|war world
defense|war year
defense|war yet
defense|war zone
defense|warsaw pact
defense|weapon capabl
defense|weapon develop
defense|weapon mass
defense|weapon program
defense|weapon system
defense|weapon test
defense|weapon use
defense|went war
defense|widow soldier
defense|win war
defense|women arm
defense|women militari
defense|women veteran
defense|world war
defense|year defens
defense|year militari
defense|year war
economy|administr econom
economy|affect economi
economy|agricultur econom
economy|agricultur economi
economy|america econom
economy|america economi
economy|american econom
economy|american economi
economy|american unemploy
economy|antipoverti program
economy|area econom
economy|area economi
economy|area unemploy
economy|assist econom
economy|back economi
economy|bad econom
economy|base econom
economy|basic econom
economy|benefit economi
economy|benefit unemploy
economy|billion econom
economy|boost economi
economy|busi econom
economy|cap noneconom
economy|care unemploy
economy|caus econom
economy|caus unemploy
economy|chang econom
economy|chang economi
economy|chief economist
economy|chronic unemploy
economy|communiti econom
economy|concern econom
economy|continu econom
economy|continu growth
economy|contribut econom
economy|contribut economi
economy|control economi
economy|cost economi
economy|cost recoveri
economy|council econom
economy|countri econom
economy|countri economi
economy|creat econom
economy|current econom
economy|current unemploy
economy|cycl poverti
economy|damag economi
economy|develop econom
economy|develop economi
economy|difficult econom
economy|domest econom
economy|domest economi
economy|drive economi
economy|econom activ
economy|econom adjust
economy|econom advantag
economy|econom advis
economy|econom affair
economy|econom aid
economy|econom analysi
economy|econom assist
economy|econom assumpt
economy|econom base
economy|econom benefit
economy|econom burden
economy|econom challeng
economy|econom chang
economy|econom circumst
economy|econom climat
economy|econom communiti
economy|econom competit
economy|econom consequ
economy|econom control
economy|econom cost
economy|econom crisi
economy|econom cultur
economy|econom damag
economy|econom depress
economy|econom develop
economy|econom difficulti
economy|econom disadvantag
economy|econom disast
economy|econom disloc
economy|econom distress
economy|econom downturn
economy|econom educ
economy|econom effect
economy|econom effici
economy|econom emerg
economy|econom engin
economy|econom environ
economy|econom environment
economy|econom equiti
economy|econom expans
economy|econom fact
economy|econom factor
economy|econom feasibl
economy|econom financi
economy|econom forecast
economy|econom freedom
economy|econom futur
economy|econom growth
economy|econom hardship
economy|econom health
economy|econom ill
economy|econom impact
economy|econom incent
economy|econom indic
economy|econom interest
economy|econom issu
economy|econom justic
economy|econom ladder
economy|econom life
economy|econom loss
economy|econom militari
economy|econom nation
economy|econom need
economy|econom opportun
economy|econom plan
economy|econom polici
economy|econom polit
economy|econom posit
economy|econom pressur
economy|econom problem
economy|econom program
economy|econom progress
economy|econom prosper
economy|econom question
economy|econom realiti
economy|econom reason
economy|econom recess
economy|econom recoveri
economy|econom reform
economy|econom relat
economy|econom report
economy|econom research
economy|econom resourc
economy|econom sanction
economy|econom secur
economy|econom selfsuffici
economy|econom sens
economy|econom situat
economy|econom social
economy|econom sound
economy|econom stabil
economy|econom status
economy|econom stimulus
economy|econom strength
economy|econom structur
economy|econom success
economy|econom summit
economy|econom support
economy|econom system
economy|econom term
economy|econom theori
economy|econom time
economy|econom viabil
economy|econom viabl
economy|econom vital
economy|econom warfar
economy|econom welfar
economy|econom wellb
economy|economi act
economy|economi also
economy|economi american
economy|economi area
economy|economi around
economy|economi back
economy|economi bill
economy|economi continu
economy|economi countri
economy|economi creat
economy|economi depend
economy|economi effici
economy|economi fact
economy|economi futur
economy|economi get
economy|economi go
economy|economi govern
economy|economi help
economy|economi import
economy|economi improv
economy|economi increas
economy|economi job
economy|economi just
economy|economi know
economy|economi last
economy|economi make
economy|economi mani
economy|economi move
economy|economi must
economy|economi nation
economy|economi need
economy|economi one
economy|economi peopl
economy|economi presid
economy|economi provid
economy|economi put
economy|economi recov
economy|economi right
economy|economi standard
economy|economi state
economy|economi think
economy|economi time
economy|economi unit
economy|economi want
economy|economi whole
economy|economi world
economy|educ econom
economy|effect econom
economy|effect economi
economy|effici econom
economy|effici economi
economy|elimin poverti
economy|emerg unemploy
economy|employ unemploy
economy|encourag econom
economy|energi economi
economy|entir economi
economy|environment econom
economy|european econom
economy|exhaust unemploy
economy|expand economi
economy|extend unemploy
economy|extens unemploy
economy|face econom
economy|fals economi
economy|farm economi
economy|feder poverti
economy|feder unemploy
economy|foreign econom
economy|fuel economi
economy|futur econom
economy|futur growth
economy|gdp growth
economy|general econom
economy|get econom
economy|get economi
economy|global econom
economy|global economi
economy|govern econom
economy|great econom
economy|greater econom
economy|growth economi
economy|growth industri
economy|growth job
economy|growth nation
economy|growth opportun
economy|growth program
economy|growth prosper
economy|growth rate
economy|growth spend
economy|happen economi
economy|health economi
economy|healthi economi
economy|help economi
economy|help unemploy
economy|high unemploy
economy|higher unemploy
economy|highest unemploy
economy|home econom
economy|impact economi
economy|import econom
economy|import economi
economy|improv econom
economy|improv economi
economy|incom poverti
economy|increas econom
economy|increas unemploy
economy|industri economi
economy|industri growth
economy|inflat unemploy
economy|insur unemploy
economy|interest economi
economy|intern econom
economy|intern economi
economy|invest economi
economy|job econom
economy|job economi
economy|job growth
economy|job unemploy
economy|joint econom
economy|keep economi
economy|level unemploy
economy|limit growth
economy|local economi
economy|longterm econom
economy|longterm unemploy
economy|make econom
economy|make economi
economy|militari econom
economy|million econom
economy|million unemploy
economy|nation econom
economy|nation economi
economy|nation growth
economy|nation unemploy
economy|need econom
economy|noneconom damag
economy|number unemploy
economy|offic econom
economy|overal econom
economy|overal economi
economy|peacetim economi
economy|peopl poverti
economy|peopl unemploy
economy|percent poverti
economy|percent unemploy
economy|period econom
economy|persist unemploy
economy|polit econom
economy|polit economi
economy|poverti area
economy|poverti level
economy|poverti line
economy|poverti program
economy|poverti rate
economy|present econom
economy|presid econom
economy|privat economi
economy|problem econom
economy|problem economi
economy|problem poverti
economy|problem unemploy
economy|product growth
economy|professor econom
economy|program econom
economy|promot econom
economy|provid econom
economy|railroad unemploy
economy|rapid growth
economy|rate econom
economy|rate growth
economy|rate unemploy
economy|real econom
economy|real growth
economy|receiv unemploy
economy|recoveri act
economy|recoveri effort
economy|recoveri packag
economy|recoveri plan
economy|recoveri program
economy|reduc unemploy
economy|region econom
economy|relief unemploy
economy|reliev unemploy
economy|resourc recoveri
economy|result econom
economy|rise unemploy
economy|rural economi
economy|sector economi
economy|secur econom
economy|segment economi
economy|serious econom
economy|sever econom
economy|signific econom
economy|slow growth
economy|social econom
economy|sound econom
economy|sound economi
economy|spur econom
economy|stabil economi
economy|state econom
economy|state economi
economy|state unemploy
economy|stimul econom
economy|stimul economi
economy|stimulus bill
economy|stimulus packag
economy|stimulus plan
economy|stimulus program
economy|strengthen economi
economy|struggl economi
economy|subcommitte econom
economy|substanti unemploy
economy|suffer econom
economy|support econom
economy|sustain econom
economy|sustain growth
economy|talk economi
economy|term econom
economy|throughout economi
economy|time econom
economy|time economi
economy|time unemploy
economy|tough econom
economy|toward econom
economy|trade econom
economy|turn economi
economy|unemploy american
economy|unemploy among
economy|unemploy area
economy|unemploy benefit
economy|unemploy compens
economy|unemploy countri
economy|unemploy figur
economy|unemploy high
economy|unemploy increas
economy|unemploy inflat
economy|unemploy insur
economy|unemploy level
economy|unemploy peopl
economy|unemploy problem
economy|unemploy rate
economy|unemploy relief
economy|unemploy situat
economy|unemploy state
economy|unemploy tax
economy|unemploy underemploy
economy|unemploy worker
economy|upon economi
economy|us econom
economy|use econom
economy|vital econom
economy|war poverti
economy|whole economi
economy|worker unemploy
economy|world econom
economy|world economi
economy|worst econom
economy|year econom
economy|year unemploy
economy|youth unemploy
education|abus educ
education|academ achiev
education|academ communiti
education|academ freedom
education|academ standard
education|academ year
education|access educ
education|adequ educ
education|adult educ
education|advanc educ
education|afterschool program
education|aid educ
education|aid school
education|allow school
education|allow student
education|america school
education|american educ
education|american school
education|american student
education|appropri educ
education|area educ
education|area school
education|art educ
education|assist educ
education|assist school
education|attend school
education|avail student
education|back school
education|basic educ
education|best educ
education|better educ
education|better school
education|bilingu educ
education|bill educ
education|billion educ
education|board educ
education|board school
education|build school
education|bureau educ
education|busi school
education|care educ
education|career educ
education|cathol school
education|charact educ
education|charter school
education|childhood educ
education|children educ
education|children school
education|citi school
education|classroom teacher
education|close school
education|colleg campus
education|colleg educ
education|colleg student
education|come school
education|commission educ
education|commit educ
education|common school
education|communiti educ
education|communiti school
education|compensatori educ
education|concern educ
education|construct school
education|continu educ
education|control educ
education|cost educ
education|counti school
education|defens educ
education|depart educ
education|desegreg school
education|develop educ
education|disabl educ
education|disadvantag student
education|drop school
education|drug educ
education|drugfre school
education|econom educ
education|educ achiev
education|educ act
education|educ activ
education|educ agenc
education|educ also
education|educ amend
education|educ america
education|educ american
education|educ appropri
education|educ art
education|educ assist
education|educ associ
education|educ author
education|educ believ
education|educ benefit
education|educ bill
education|educ budget
education|educ center
education|educ children
education|educ communiti
education|educ cost
education|educ countri
education|educ cultur
education|educ depart
education|educ depriv
education|educ develop
education|educ disadvantag
education|educ econom
education|educ educ
education|educ effort
education|educ employ
education|educ everi
education|educ excel
education|educ expens
education|educ experi
education|educ facil
education|educ feder
education|educ fund
education|educ go
education|educ goal
education|educ handicap
education|educ health
education|educ help
education|educ import
education|educ improv
education|educ includ
education|educ increas
education|educ indian
education|educ inform
education|educ infrastructur
education|educ initi
education|educ institut
education|educ invest
education|educ issu
education|educ job
education|educ kid
education|educ legisl
education|educ level
education|educ loan
education|educ make
education|educ mani
education|educ must
education|educ nation
education|educ need
education|educ one
education|educ opportun
education|educ organ
education|educ peopl
education|educ plan
education|educ polici
education|educ presid
education|educ prevent
education|educ problem
education|educ process
education|educ program
education|educ progress
education|educ provid
education|educ provis
education|educ public
education|educ purpos
education|educ reform
education|educ relat
education|educ research
education|educ resourc
education|educ school
education|educ servic
education|educ social
education|educ spend
education|educ state
education|educ student
education|educ subcommitte
education|educ support
education|educ tax
education|educ teacher
education|educ technolog
education|educ televis
education|educ test
education|educ think
education|educ train
education|educ unit
education|educ vocat
education|educ want
education|educ welfar
education|educ workforc
education|educ youth
education|effort educ
education|elementari school
education|emerg school
education|encourag student
education|ensur student
education|environment educ
education|equal educ
education|everi school
education|everi student
education|excel educ
education|famili educ
education|feder educ
education|feder student
education|foreign student
education|fulltim student
education|fund educ
education|fund school
education|general educ
education|get educ
education|get school
education|give student
education|go school
education|grade school
education|graduat school
education|graduat student
education|group student
education|guarante student
education|health educ
education|help educ
education|help school
education|help student
education|high school
education|higher educ
education|home school
education|impact school
education|import educ
education|improv educ
education|improv school
education|improv student
education|increas educ
education|increas student
education|indian educ
education|indian school
education|industri school
education|inform educ
education|institut educ
education|integr school
education|interest educ
education|intern educ
education|invest educ
education|involv educ
education|issu educ
education|kid school
education|level educ
education|loan student
education|local educ
education|local school
education|lowincom student
education|lunch act
education|lunch program
education|make educ
education|mani school
education|mani student
education|medic educ
education|medic school
education|medic student
education|member educ
education|middl school
education|million student
education|nation educ
education|nation school
education|nation student
education|nation teacher
education|need educ
education|need school
education|need student
education|needi student
education|neighborhood school
education|nonpubl school
education|number student
education|nurs school
education|nutrit educ
education|offic educ
education|one school
education|oper school
education|opportun educ
education|opportun student
education|parent educ
education|parent student
education|parent teacher
education|parochi school
education|particular school
education|percent school
education|percent student
education|physic educ
education|postsecondari educ
education|prayer school
education|prepar student
education|preschool children
education|prevent educ
education|privat school
education|problem educ
education|problem school
education|program educ
education|program school
education|program student
education|provid educ
education|provid school
education|provid student
education|public educ
education|public school
education|qualifi teacher
education|qualiti educ
education|receiv educ
education|reform educ
education|religi school
education|requir school
education|research educ
education|respons educ
education|role educ
education|rural school
education|safe school
education|school across
education|school act
education|school administr
education|school age
education|school aid
education|school also
education|school america
education|school area
education|school attend
education|school author
education|school bill
education|school board
education|school breakfast
education|school build
education|school buse
education|school children
education|school choic
education|school class
education|school close
education|school colleg
education|school communiti
education|school construct
education|school countri
education|school desegreg
education|school diploma
education|school dropout
education|school educ
education|school enrol
education|school everi
education|school facil
education|school feder
education|school food
education|school fund
education|school get
education|school go
education|school graduat
education|school health
education|school help
education|school high
education|school hospit
education|school improv
education|school integr
education|school just
education|school kid
education|school know
education|school level
education|school librari
education|school like
education|school lunch
education|school make
education|school mani
education|school meal
education|school medicin
education|school milk
education|school must
education|school nation
education|school need
education|school nurs
education|school offici
education|school one
education|school parent
education|school popul
education|school prayer
education|school princip
education|school program
education|school provid
education|school public
education|school purpos
education|school readi
education|school receiv
education|school reform
education|school safe
education|school safeti
education|school school
education|school segreg
education|school senior
education|school serv
education|school state
education|school student
education|school superintend
education|school system
education|school teacher
education|school think
education|school thought
education|school throughout
education|school univers
education|school want
education|school without
education|school year
education|schoolag children
education|schoollunch program
education|scienc educ
education|scienc teacher
education|secondari educ
education|secondari school
education|secretari educ
education|segreg school
education|servic educ
education|special educ
education|spend educ
education|start school
education|state educ
education|state school
education|stay school
education|stem educ
education|student achiev
education|student across
education|student aid
education|student assist
education|student athlet
education|student attend
education|student bodi
education|student colleg
education|student come
education|student countri
education|student disabl
education|student educ
education|student enrol
education|student faculti
education|student famili
education|student financi
education|student get
education|student go
education|student graduat
education|student learn
education|student loan
education|student need
education|student one
education|student opportun
education|student parent
education|student particip
education|student public
education|student receiv
education|student school
education|student student
education|student take
education|student teacher
education|student univers
education|student want
education|subcommitte educ
education|superintend school
education|support educ
education|support school
education|system educ
education|talk educ
education|teacher administr
education|teacher classroom
education|teacher corp
education|teacher educ
education|teacher parent
education|teacher princip
education|teacher qualiti
education|teacher salari
education|teacher school
education|teacher student
education|teacher teach
education|teacher train
education|technic educ
education|technolog educ
education|thousand student
education|train educ
education|train school
education|train teacher
education|univers school
education|use educ
education|use school
education|veteran educ
education|vocat educ
education|vocat school
education|went school
education|within school
education|year educ
education|year school
elections|absente ballot
elections|actual vote
elections|ago vote
elections|aisl vote
elections|america vote
elections|american vote
elections|american voter
elections|ballot cast
elections|bipartisan vote
elections|campaign act
elections|campaign contribut
elections|campaign cost
elections|campaign financ
elections|campaign fund
elections|campaign presid
elections|campaign promis
elections|campaign reform
elections|campaign spend
elections|campaign trail
elections|candid elect
elections|cast ballot
elections|citizen vote
elections|colleagu vote
elections|color voter
elections|conduct elect
elections|confirm vote
elections|congress elect
elections|congress vote
elections|congression campaign
elections|congression elect
elections|contribut campaign
elections|control elect
elections|cost campaign
elections|countri vote
elections|difficult vote
elections|dissent vote
elections|duli elect
elections|elect bill
elections|elect campaign
elections|elect candid
elections|elect commiss
elections|elect congress
elections|elect cycl
elections|elect elect
elections|elect feder
elections|elect first
elections|elect franchis
elections|elect held
elections|elect last
elections|elect leader
elections|elect offici
elections|elect peopl
elections|elect process
elections|elect public
elections|elect reform
elections|elect repres
elections|elect result
elections|elect serv
elections|elect state
elections|elect system
elections|elect think
elections|elect time
elections|elect unit
elections|elect us
elections|elect year
elections|elector process
elections|elector system
elections|elig vote
elections|elig voter
elections|enough vote
elections|everi vote
elections|farmer vote
elections|feder campaign
elections|feder elect
elections|financ campaign
elections|floor vote
elections|forward vote
elections|fund campaign
elections|get elect
elections|get reelect
elections|got elect
elections|govern elect
elections|honest elect
elections|influenc elect
elections|issu campaign
elections|join vote
elections|last campaign
elections|last elect
elections|legisl vote
elections|limit campaign
elections|line vote
elections|local elect
elections|make select
elections|men vote
elections|million vote
elections|motor voter
elections|nation elect
elections|nation vote
elections|nation voter
elections|need vote
elections|negro vote
elections|never vote
elections|next elect
elections|nomin elect
elections|overwhelm vote
elections|particip elect
elections|pass vote
elections|peopl elect
elections|peopl vote
elections|percent vote
elections|plan vote
elections|pleas vote
elections|polit campaign
elections|popular elect
elections|popular vote
elections|presid campaign
elections|presidenti campaign
elections|presidenti elect
elections|primari elect
elections|prior elect
elections|program vote
elections|protect vote
elections|qualifi voter
elections|recent elect
elections|reelect campaign
elections|reform campaign
elections|regist vote
elections|regist voter
elections|registr vote
elections|respons vote
elections|result elect
elections|run reelect
elections|secret ballot
elections|seek reelect
elections|support vote
elections|tough vote
elections|urg vote
elections|us elect
elections|vote age
elections|vote american
elections|vote appropri
elections|vote approv
elections|vote author
elections|vote balanc
elections|vote bipartisan
elections|vote budget
elections|vote candid
elections|vote confid
elections|vote conscienc
elections|vote continu
elections|vote elect
elections|vote extend
elections|vote feder
elections|vote floor
elections|vote foreign
elections|vote fund
elections|vote get
elections|vote give
elections|vote increas
elections|vote judg
elections|vote legisl
elections|vote machin
elections|vote need
elections|vote opposit
elections|vote overrid
elections|vote overwhelm
elections|vote packag
elections|vote pay
elections|vote peopl
elections|vote poll
elections|vote precinct
elections|vote program
elections|vote protect
elections|vote qualif
elections|vote rais
elections|vote realli
elections|vote reduc
elections|vote repeal
elections|vote right
elections|vote send
elections|vote someth
elections|vote spend
elections|vote support
elections|vote system
elections|vote tax
elections|vote thing
elections|vote unit
elections|vote urg
elections|vote us
elections|vote war
elections|vote year
elections|voter fraud
elections|voter particip
elections|voter qualif
elections|voter registr
elections|voter state
elections|voter turnout
elections|win elect
elections|women voter
elections|year elect
elections|year vote
environment|administr environment
environment|agricultur conserv
environment|air pollut
environment|anim plant
environment|botan garden
environment|boulder canyon
environment|boulder dam
environment|build dam
environment|bureau plant
environment|canyon dam
environment|canyon nation
environment|canyon project
environment|care environ
environment|chang natur
environment|civilian conserv
environment|clean environ
environment|climat chang
environment|coal plant
environment|concern environ
environment|conserv act
environment|conserv area
environment|conserv corp
environment|conserv develop
environment|conserv effort
environment|conserv energi
environment|conserv fund
environment|conserv group
environment|conserv manag
environment|conserv natur
environment|conserv plan
environment|conserv practic
environment|conserv program
environment|conserv project
environment|conserv recoveri
environment|conserv reserv
environment|conserv servic
environment|conserv soil
environment|construct dam
environment|control pollut
environment|coule dam
environment|council environment
environment|creat environ
environment|creek dam
environment|dam across
environment|dam built
environment|dam construct
environment|dam project
environment|dam reservoir
environment|depart environment
environment|depart natur
environment|develop environment
environment|develop natur
environment|dispos wast
environment|econom environment
environment|energi conserv
environment|energi environ
environment|energi environment
environment|environment assess
environment|environment benefit
environment|environment cleanup
environment|environment communiti
environment|environment concern
environment|environment control
environment|environment damag
environment|environment degrad
environment|environment econom
environment|environment educ
environment|environment effect
environment|environment friend
environment|environment group
environment|environment health
environment|environment impact
environment|environment issu
environment|environment legisl
environment|environment manag
environment|environment organ
environment|environment polici
environment|environment pollut
environment|environment problem
environment|environment program
environment|environment protect
environment|environment qualiti
environment|environment regul
environment|environment research
environment|environment respons
environment|environment restor
environment|environment review
environment|environment sensit
environment|environment sound
environment|environment standard
environment|environment studi
environment|eros control
environment|feder environment
environment|feet natur
environment|fisheri conserv
environment|forestri servic
environment|glen canyon
environment|global climat
environment|global environ
environment|grand canyon
environment|great lake
environment|great natur
environment|hazard wast
environment|health environ
environment|health environment
environment|hell canyon
environment|highlevel wast
environment|hoover dam
environment|hurrican katrina
environment|import environment
environment|improv environ
environment|industri wast
environment|irrepar damag
environment|lake champlain
environment|lake eri
environment|lake level
environment|lake region
environment|lake stream
environment|lake superior
environment|lake taho
environment|learn environ
environment|liquefi natur
environment|lock dam
environment|lowlevel wast
environment|mother natur
environment|municip wast
environment|nation environment
environment|nation lakeshor
environment|nation natur
environment|natur area
environment|natur beauti
environment|natur disast
environment|natur environ
environment|natur extent
environment|natur gas
environment|natur problem
environment|natur resourc
environment|natur right
environment|natur rubber
environment|natur servic
environment|natur state
environment|natur thing
environment|need conserv
environment|nois pollut
environment|noneconom damag
environment|nuclear wast
environment|oil natur
environment|oil pollut
environment|oil shale
environment|plant anim
environment|pollut abat
environment|pollut air
environment|pollut control
environment|pollut pay
environment|pollut problem
environment|preserv environ
environment|preserv natur
environment|product natur
environment|protect environ
environment|protect natur
environment|radioact wast
environment|reduc pollut
environment|reduc wast
environment|requir environment
environment|resourc conserv
environment|resourc environ
environment|secur environ
environment|shale oil
environment|similar natur
environment|soil conserv
environment|soil eros
environment|soilconserv program
environment|solid wast
environment|sourc pollut
environment|stabil conserv
environment|state natur
environment|suppli natur
environment|toxic pollut
environment|toxic wast
environment|understand natur
environment|use natur
environment|wast dispos
environment|wast dump
environment|wast generat
environment|wast manag
environment|wast problem
environment|wast program
environment|wast public
environment|wast treatment
environment|wastewat treatment
environment|wildlif conserv
environment|youth conserv
federalism|across state
federalism|act feder
federalism|action agenc
federalism|action feder
federalism|action state
federalism|activ feder
federalism|addit feder
federalism|administr agenc
federalism|administr feder
federalism|administr state
federalism|affect state
federalism|agenc appropri
federalism|agenc author
federalism|agenc depart
federalism|agenc feder
federalism|agenc govern
federalism|agenc intern
federalism|agenc involv
federalism|agenc make
federalism|agenc must
federalism|agenc program
federalism|agenc provid
federalism|agenc respons
federalism|agenc state
federalism|aid state
federalism|allow feder
federalism|allow state
federalism|also state
federalism|american feder
federalism|american state
federalism|among state
federalism|amount feder
federalism|anoth state
federalism|appropri feder
federalism|appropri state
federalism|area feder
federalism|area state
federalism|assist feder
federalism|assist local
federalism|assist state
federalism|associ state
federalism|author feder
federalism|author state
federalism|avail state
federalism|back state
federalism|balanc feder
federalism|believ feder
federalism|believ state
federalism|benefit feder
federalism|billion feder
federalism|bureau feder
federalism|certain state
federalism|chang feder
federalism|citizen state
federalism|clear state
federalism|coastal state
federalism|colleagu state
federalism|come feder
federalism|come state
federalism|communiti state
federalism|concern state
federalism|congress feder
federalism|congress state
federalism|control feder
federalism|coordin feder
federalism|cost feder
federalism|cost state
federalism|counti state
federalism|countri state
federalism|current feder
federalism|depart state
federalism|develop state
federalism|differ state
federalism|direct feder
federalism|educ agenc
federalism|effect feder
federalism|effect state
federalism|elect state
federalism|employe feder
federalism|encourag state
federalism|energi agenc
federalism|energi regulatori
federalism|enforc agenc
federalism|engag interst
federalism|ensur feder
federalism|ensur state
federalism|establish feder
federalism|everi state
federalism|exist feder
federalism|exist state
federalism|fact feder
federalism|farmer state
federalism|feder action
federalism|feder agenc
federalism|feder aid
federalism|feder assist
federalism|feder author
federalism|feder aviat
federalism|feder bench
federalism|feder budget
federalism|feder build
federalism|feder bureau
federalism|feder bureaucraci
federalism|feder charter
federalism|feder civil
federalism|feder coal
federalism|feder commit
federalism|feder communic
federalism|feder constitut
federalism|feder contract
federalism|feder contribut
federalism|feder control
federalism|feder court
federalism|feder credit
federalism|feder crime
federalism|feder crimin
federalism|feder debt
federalism|feder deficit
federalism|feder depart
federalism|feder deposit
federalism|feder dollar
federalism|feder educ
federalism|feder effort
federalism|feder elect
federalism|feder emerg
federalism|feder employ
federalism|feder employe
federalism|feder energi
federalism|feder expenditur
federalism|feder facil
federalism|feder farm
federalism|feder financ
federalism|feder financi
federalism|feder fund
federalism|feder highway
federalism|feder home
federalism|feder incom
federalism|feder insur
federalism|feder invest
federalism|feder judg
federalism|feder judiciari
federalism|feder labor
federalism|feder legisl
federalism|feder level
federalism|feder loan
federalism|feder mandat
federalism|feder match
federalism|feder offic
federalism|feder offici
federalism|feder particip
federalism|feder pay
federalism|feder payment
federalism|feder polici
federalism|feder prison
federalism|feder procur
federalism|feder program
federalism|feder properti
federalism|feder prosecutor
federalism|feder regist
federalism|feder regul
federalism|feder regulatori
federalism|feder reserv
federalism|feder resourc
federalism|feder respons
federalism|feder revenu
federalism|feder role
federalism|feder rule
federalism|feder secur
federalism|feder servic
federalism|feder share
federalism|feder spend
federalism|feder standard
federalism|feder state
federalism|feder statut
federalism|feder subsidi
federalism|feder support
federalism|feder system
federalism|feder tax
federalism|feder taxpay
federalism|feder trade
federalism|feder treasuri
federalism|feder worker
federalism|financ agenc
federalism|first state
federalism|fund feder
federalism|fund state
federalism|general state
federalism|get feder
federalism|give feder
federalism|give state
federalism|go feder
federalism|go state
federalism|govern agenc
federalism|govern feder
federalism|govern regul
federalism|govern state
federalism|government agenc
federalism|governor state
federalism|great state
federalism|health agenc
federalism|help local
federalism|help state
federalism|home state
federalism|import state
federalism|includ state
federalism|increas feder
federalism|independ agenc
federalism|independ state
federalism|individu state
federalism|industri state
federalism|inform agenc
federalism|intellig agenc
federalism|interest state
federalism|interst commerc
federalism|interst highway
federalism|interst system
federalism|issu regul
federalism|issu state
federalism|job state
federalism|join union
federalism|jurisdict feder
federalism|justic state
federalism|know state
federalism|legisl state
federalism|level feder
federalism|limit feder
federalism|local agenc
federalism|local author
federalism|local board
federalism|local communiti
federalism|local control
federalism|local currenc
federalism|local economi
federalism|local educ
federalism|local elect
federalism|local govern
federalism|local interest
federalism|local level
federalism|local offici
federalism|local peopl
federalism|local polic
federalism|local program
federalism|local public
federalism|local school
federalism|local state
federalism|local tax
federalism|made feder
federalism|made state
federalism|make feder
federalism|manag agenc
federalism|mani feder
federalism|mani state
federalism|member feder
federalism|million feder
federalism|million state
federalism|nation feder
federalism|nation state
federalism|need feder
federalism|need state
federalism|northern state
federalism|nuclear regulatori
federalism|number state
federalism|offici state
federalism|one agenc
federalism|oper feder
federalism|oper state
federalism|paid feder
federalism|pay feder
federalism|percent feder
federalism|plan agenc
federalism|plan state
federalism|polici feder
federalism|polici statement
federalism|popul state
federalism|preempt state
federalism|present feder
federalism|present state
federalism|presid feder
federalism|presid state
federalism|privat agenc
federalism|problem state
federalism|produc state
federalism|program feder
federalism|program state
federalism|project state
federalism|propos feder
federalism|propos regul
federalism|protect agenc
federalism|protect feder
federalism|protect state
federalism|provid feder
federalism|provid state
federalism|provis feder
federalism|public agenc
federalism|receiv feder
federalism|reduc feder
federalism|reduct feder
federalism|regul commerc
federalism|regul govern
federalism|regul interst
federalism|regul issu
federalism|regul requir
federalism|regulatori agenc
federalism|regulatori author
federalism|regulatori burden
federalism|regulatori commiss
federalism|regulatori process
federalism|regulatori reform
federalism|repres state
federalism|requir agenc
federalism|requir feder
federalism|requir state
federalism|reserv state
federalism|resid state
federalism|respect state
federalism|respons feder
federalism|respons state
federalism|right state
federalism|role feder
federalism|rule regul
federalism|rural state
federalism|school state
federalism|secur agenc
federalism|serv state
federalism|servic agenc
federalism|servic feder
federalism|servic state
federalism|sever state
federalism|simpli state
federalism|southern border
federalism|southern state
federalism|sovereign state
federalism|spend feder
federalism|state abl
federalism|state across
federalism|state act
federalism|state action
federalism|state addit
federalism|state administr
federalism|state agenc
federalism|state agre
federalism|state air
federalism|state alli
federalism|state allow
federalism|state alreadi
federalism|state also
federalism|state american
federalism|state anoth
federalism|state appropri
federalism|state area
federalism|state arm
federalism|state armi
federalism|state around
federalism|state assist
federalism|state author
federalism|state becom
federalism|state believ
